詞目id,義項id,詞性,解說
4529,6393,名詞,魚類。呈紡錘形，長約二十到三十公分，口小，尾鰭分叉，細刺多，善於跳躍。臺灣西南部較多，屏東地區叫「海草魚」(hái-tsháu-hî)，是臺灣地區重要的食用魚，在街市上到處有賣虱目魚作為食材的各式食品，像虱目魚粥、虱目魚湯。
4530,6394,名詞,父母眼中的寶貝兒子。
4531,6395,名詞,年紀在中年以下、少年以上的人。
4532,6396,名詞,葉菜類。多指煮熟的整片芥菜。藉著切成長條的芥菜來象徵長壽。
4533,6397,名詞,黃金的顏色。
4534,6398,名詞,對年高德劭者的敬稱。
4534,6399,名詞,基督教會裡面的一種職務稱謂。
4534,6400,名詞,基督教的其中某一教派名。
4534,6401,名詞,佛家稱呼德高望重的和尚。
4535,6402,名詞,綠色、藍色合稱青色。
4536,6403,名詞,爬蟲類動物。又名「赤尾青竹絲」。背部呈草綠色，尾部赤色，含劇毒，常棲息在草樹叢中。
4538,6405,名詞,遮雨的外衣。
4539,6406,名詞,伯父。稱謂。父親的哥哥。
4539,6407,名詞,尊稱父輩中年紀較大的男子。
4540,6408,名詞,一種糖果，硬如鐵石，形如彈珠，大小像桔子或酸李，顏色有綠白或紅白等相間，如果不咬破，輕輕的含在嘴裡，可以含上很長一段時間。
4541,6409,名詞,舅媽。稱謂。舅舅的妻子。
4542,6410,名詞,彗星。環繞太陽運行的小質量天體。主要分為彗核、彗髮和彗尾三部分。其外貌和亮度均隨著與太陽距離的遠近而發生變化。軌道是以太陽為中心的圓錐曲線。以拋物線居多，橢圓次之，雙曲線最少。解體後轉化為小行星或流星群。
4542,6411,名詞,比喻會帶來厄運的人。
4544,6413,名詞,長子。排行最大的兒子。
4545,6414,名詞,珍貴的言辭。
4546,6415,名詞,使用金箔做為裝飾而打造成的佛像。
4549,6418,名詞,雨天、下雨天。
4550,6419,名詞,叔叔。稱謂。爸爸的弟弟。如果是「阿叔仔」是指丈夫的弟弟。
4550,6420,名詞,父親的諱稱。
4551,6421,名詞,小叔。稱謂。稱呼丈夫的弟弟。
4552,6422,名詞,長壽、高壽。
4553,6423,名詞,稱謂。用來稱呼姑媽、舅舅、姨媽的女兒，因為年紀比自己大，所以稱為「表姊」。
4554,6424,名詞,伯母。稱謂。伯父的妻子。
4554,6425,名詞,尊稱母輩中年紀較大的女子。
4555,6426,名詞,姊姊。稱謂。同父母所生而比自己年紀大的女性。
4556,6427,名詞,姑姑、姑媽。稱謂。爸爸的姊妹。如果是「大娘姑」、「小姑仔」是指丈夫的姊妹。
4557,6428,名詞,臺灣民間故事人物。是山上的老虎精，會化身為老太婆，在夜裡拐騙小孩並吞食裹腹，常被用來哄騙小孩趕快入睡。
4558,6429,名詞,爸爸。稱謂。子女對父親的稱呼。
4559,6430,名詞,指表兄弟姊妹的親屬關係。姑媽的子女，稱為「姑表」。舅舅、姨媽的子女，稱為「姨表」。
4561,6432,名詞,文盲。指不識字的人。
4562,6433,名詞,公子哥兒、紈褲子弟、紈褲子弟。富貴人家的子弟，浮華而不知人間疾苦。
4563,6434,名詞,紈褲子弟、公子哥兒。不事生產的有錢人家子弟。
4567,6438,名詞,姨媽。稱謂。母親的姊妹。
4567,6439,名詞,尊稱與母親同輩份的女性。
4567,6440,名詞,母親的諱稱。
4569,6442,名詞,指年輕的歲月。
4570,6443,名詞,紅綠燈。設於十字路口的交通指揮燈。紅燈停，綠燈行，以便於管理交通，維護安全。
4571,6444,名詞,青綠色的苔蘚。
4572,6445,名詞,舊時的禮服，指男子穿的大褂。
4572,6446,名詞,指好穿的旗袍。
4573,6447,名詞,關門的橫木。
4574,6448,名詞,雨衣。遮雨的外衣。
4575,6449,名詞,東西或事務的外在層面。
4576,6450,名詞,家風。家庭的名譽。
4578,6452,名詞,指紙錢、香、蠟燭，是祭拜的必備物品。
4580,6454,名詞,鑽石。一種硬度極高的礦石，可用來切割玻璃，光色好的則用作貴重的裝飾品。
4581,6455,名詞,稱謂。媽媽、母親，通常用來當作「面稱」的詞彙。舊時的叫法。
4582,6456,名詞,保存現金或貴重物品的保險櫃。
4583,6457,名詞,門板。
4584,6458,名詞,稱謂。對年長者的一種尊稱。
4585,6459,名詞,長條形。
4585,6460,名詞,長方形。
4586,6461,名詞,金桔、酸橘。瓜果類。果實為圓形，皮苦肉酸，加工做蜜餞、果醬或茶飲食用。
4587,6462,名詞,爸爸。稱謂。子女對父親的稱呼。舊時的叫法。
4588,6463,名詞,曾祖父母。稱謂。稱呼祖父的父母親。
4590,6465,名詞,一種用金屬粉末製作而成的顏料，大多用來塗飾貴重器物或佛像。
4591,6466,名詞,門的守護神。畫或貼在門板上的神像。
4592,6467,名詞,燒給神明的紙錢稱「金紙」，燒給祖先或鬼魂的紙錢稱「銀紙」(gîn-tsuá)。金紙比銀紙大張，而金紙中間黏有方型小金箔，銀紙則黏錫箔。
4593,6468,名詞,黃耆。草本植物。根莖部分常被中醫用以入藥，有利尿、補氣等作用。
4594,6469,名詞,專門賣祭拜用的香或金紙、銀紙的店。
4595,6470,名詞,販賣草藥的商店。
4596,6471,名詞,泛指用草藥熬煮而成的飲料。清涼退火。
4597,6472,名詞,母老虎、河東獅子。用來稱呼脾氣很壞、又兇又霸道的女人。
4598,6473,名詞,草本植物。葉子細長，花形和百合相似，有橙紅或黃紅色。一般在花尚未全開時就採下來，經過日晒、蒸熟、烘乾後，便是食用的金針。
4598,6474,名詞,針灸時用來刺激穴道的長針。
4599,6475,名詞,以虎骨泡製的中藥藥酒，主要療效為止痛、鎮靜和健骨，過去曾為臺灣菸酒公賣局的產品，現在因為保育觀念不再以虎骨為藥材。
4600,6476,名詞,蕈菇類。生長在腐朽的木材上，色金黃，體細長，味道鮮美，可食用。亦可由人工培養而成。
4601,6477,名詞,老外、洋人。因為洋人的鼻子高挺，所以用「啄」(tok)來代稱洋人。有歧視意味，應避免使用。
4602,6478,名詞,西洋風俗稱結婚滿五十年為「金婚」。
4603,6479,名詞,老婦。對年長婦人的通稱。
4604,6480,名詞,由臉部的表現和身體的動作，所表現出來的喜、怒、哀、樂等的情感。
4606,6482,名詞,條狀的黃金，一般每條重五兩或十兩。
4608,6484,名詞,門環。舊式大門上所安置像鈸的東西，有環，方便拉開或關。一般在叫門時，也會用環敲門，藉著發出聲響，讓住戶知道有客人來訪。
4609,6485,名詞,入場券。進入某限制場所時，所必須持有的通行票券。
4610,6486,名詞,遙遠的路程。
4611,6487,名詞,魚類。由鯽魚經過不斷的人工選種、配種、淘汰而成。特徵為凸眼、體形略呈圓球形，顏色鮮豔，鱗片有金光，鰭大，尾部分三分或四分，多作為觀賞用。
4612,6488,名詞,遮雨用的傘，現在大多用塑膠布製成。
4613,6489,名詞,爬蟲類動物。體色黑白相間，極為分明，頭部為橢圓形，背鱗為十五縱列，是臺灣所產陸生毒蛇中毒性最強者之一。
4614,6490,名詞,金橘、金柑。瓜果類。因果實色金黃、形圓而長似棗而稱之。皮甜肉酸，常加工做蜜餞、果醬或茶飲，亦可連皮直接食用。宜蘭為主要產地，常加工做成各種食品，如「金棗糕」。
4615,6491,名詞,長度。
4615,6492,名詞,是非。事理的對與錯。
4616,6494,名詞,"異議。抱怨的話。源於民間笑譚的一句俚諺：「三人共五目，日後無長短跤話。」(sann lâng kāng gōo ba̍k, ji̍t-āu bô tn̂g-té-kha uē.)相傳有一位媒婆，撮合一位跛腳青年與單眼失明的女子，經過巧妙設計相親方式，兩人皆只看到對方優點，未見缺陷，彼此有意結緣，媒婆乃向雙方言明此語，意思是話說前頭，大家心甘情願，以後不得有抱怨的話。"
4617,6495,名詞,泛指綠色或其他蔬菜。
4618,6496,名詞,醫學上指由於眼球的前後徑過長，使得焦點落於視網膜之前，造成影像模糊不清。目前還沒有完全抑止的方法，可配戴眼鏡矯正。
4619,6497,名詞,醫生在醫院或診所中為病人看病。
4621,6499,名詞,奶奶、祖母。稱謂。稱呼父親的母親。
4621,6500,名詞,外婆。稱謂。稱呼母親的母親。
4621,6501,名詞,老婆婆。稱呼年老的女性長輩。
4622,6502,名詞,嫂嫂。稱謂。哥哥的妻子。
4626,6506,名詞,舅舅、舅父。稱謂。對母親的兄弟的稱呼。
4627,6507,名詞,門口。
4628,6508,名詞,管道、途徑。
4629,6509,名詞,用來焚化冥紙的鐵製容器。
4631,6511,名詞,雨衣。
4632,6512,名詞,原指中國以前的科舉時代，讀書人參加金殿面試之後，揭曉成績用的榜單。現在通常用來指學生或考生參加考試後，公布錄取的榜單。
4634,6514,名詞,以黃金打成的薄片或塗上金粉的紙片。多用以貼飾佛像或各種器物。
4636,6516,名詞,用來指嗅覺很靈敏的人。
4640,6520,名詞,草本植物。為裂脣屬多年生草本地生蘭，葉子的背面呈酒紅色，葉面則為墨綠色，表面有金黃色的網脈條紋相連，所以取名為「金線蓮」。經農委會研究後發現，金線蓮具有抗癌、抗氧化、抗菌、預防動脈硬化等藥效。
4641,6521,名詞,輩分高、年紀長的人。
4645,6525,名詞,指姑媽、舅媽、姨媽方面的親戚。
4646,6526,名詞,血緣較近的親屬。
4647,6527,名詞,細雨。小雨。
4648,6528,名詞,老虎鉗、虎頭鉗。用來夾斷鐵絲、拔起釘子的鐵製工具。
4649,6529,名詞,瓜果類。以柚子或桔子的母株當枮木，再嫁接上柑橘，一株僅可產數十顆，體型大，圓周約有五、六十公分。以前的虎頭柑因為既酸又澀，多半在年節拜拜的時候做觀賞用，就是「金玉其外，敗絮其中」的情況。改良過後的虎頭柑，則香甜多汁，產量也大為增加。
4650,6530,名詞,長頸鹿。哺乳動物。原產於非洲撒哈拉沙漠以南的平原地帶。外形與鹿相似，腿和頸部則較一般鹿來得長。毛色為淺黃色，並帶有淺褐色斑點。大多生活於平原和灌木地區，以金合歡屬植物的葉子為主要食物。
4651,6531,名詞,胡蜂、黃蜂。昆蟲名。身上有黑黃相間的條紋，腹部尾端的螫針和毒腺相連接，螫人的時候會將毒液注入人體，使人致命。
4652,6532,名詞,金龜子。昆蟲名。背有甲殼，具光澤，前端有觸角。種類繁多，其形狀、大小、顏色及生活習性各不相同。
4653,6533,名詞,墨綠、深綠色。
4654,6534,名詞,佛教經典中所記載的佛。音譯自梵語。他原是世自在王如來時的法藏比丘，發願成就一個盡善盡美的佛國，並要以最善巧的方法來度化眾生，後來成佛，創造西方極樂世界。
4655,6535,名詞,金項鍊。黃金製成的項鍊。
4656,6536,名詞,嬸嬸。稱謂。叔叔的妻子。
4658,6538,名詞,房門上掛的簾子。
4659,6539,名詞,麗蠅。昆蟲名。屬於雙翅目麗蠅科，複眼呈紅褐色，身體為藍色，具有金屬光澤，所以又叫做「金蠅」。臺南玉井地區大多飼養做為幫助芒果花授粉的媒介昆蟲。
4660,6540,名詞,指外型較為龐大的燒金銀紙的爐。
4661,6541,名詞,老虎的鬚毛。常用來比喻為抽籤用的籤條。
4663,6543,名詞,過失、錯誤、違背。
4665,6545,名詞,一種有頂無牆的建築物，多蓋在花園或路旁，供人休息或作為觀賞造景之用。
4668,6555,名詞,屎、尿等排泄物。
4670,6557,名詞,亭子、涼亭。供人休息的建築物，有頂無牆。
4671,6558,名詞,騎樓。成排的建築物在一樓靠近街道部分建成的走廊，為多雨地區發展出的建築樣式。
4673,6561,名詞,便服。一般人穿的服裝。
4673,6562,名詞,未穿制服執行任務的警察、軍人。
4674,6564,名詞,不應得的利益或額外的好處。
4675,6565,名詞,廁所。源自日語。
4676,6566,名詞,便衣。平常穿的衣服。
4679,6569,名詞,便服。平常居家在穿的衣服。
4681,6572,名詞,名義上的媒人。
4681,6573,名詞,落花媒人。指現成的媒人。
4682,6574,名詞,平常吃的家常菜。
4682,6575,名詞,現成的菜肴。
4683,6576,名詞,便飯、家常飯。
4684,6577,名詞,日常吃的飯食。
4684,6578,名詞,現成的飯菜。
4686,6580,名詞,用飯盒裝的飯菜。源自日語。
4687,6581,名詞,盛飯裝菜的盒子。
4688,6582,名詞,成藥。藥料加工調製完成的藥物。明示劑量、效能、用法，經藥劑師建議後，即可供治療疾病用。
4692,6589,名詞,把言語寫成文字傳達給特定對象的書面文件。
4693,6591,名詞,帽子。 
4703,6609,名詞,微小或微少的數目。
4704,6610,名詞,前夫或前妻所留下來的小孩子。
4705,6611,名詞,相信願望、理想必能實現的心理。
4705,6612,名詞,信任或相信神明的心。
4708,6615,名詞,上輩子。
4709,6616,名詞,相當於現今的村、里長。在日治時代，十戶為一甲，十甲為一保，保正為一保的民政事務管理人。
4710,6617,名詞,誠實不欺的美德。
4711,6619,名詞,為傳統民間信仰的神明，又稱為大道公、吳真人。俗名為吳夲，北宋太宗年間福建泉州府同安縣人，以醫藥為業，得道後又以除瘟疫為聖行，中醫藥業常供奉為行業神。也是臺灣同安籍人士信奉的鄉土保護神。在臺灣以臺北大龍峒保安宮、蘆洲保和宮和臺南學甲慈濟宮最為著名之主祀廟宇。
4712,6620,名詞,對某種主張、主義或宗教的極度信服和敬慕。
4714,6622,名詞,佛門子弟在俗世中，尚未出家前的名字，稱為「俗名」。
4714,6623,名詞,通俗的名稱、非正式名稱。
4720,6630,名詞,以前的存在狀況。包括名稱、體制、樣式等等。
4721,6631,名詞,便宜的東西。
4722,6632,名詞,訂金。預付商品或勞務報酬的部分金額。
4724,6634,名詞,指先後。
4724,6635,名詞,指前面和後面。
4726,6637,名詞,前妻。已去世或離異的妻子。
4727,6638,名詞,中國清末時稱江蘇省等沿海地區一帶為南洋。
4727,6639,名詞,群島名，位於太平洋與印度洋之間，泛指印尼、馬來西亞、菲律賓等諸群島。
4728,6640,名詞,刑法上指曾受科刑判決的記錄。
4730,6642,名詞,競賽中的第一名。
4731,6643,名詞,保人。對於他人行為或財力負責擔保的人。
4732,6644,名詞,弟子。信仰某一宗教、某種主義、某種學派、或追隨某偉人的人。
4734,6646,名詞,勇往直前無所畏懼的氣魄。
4736,6648,名詞,前夫。前任的丈夫。
4739,6651,名詞,便宜貨。品質不高，價格不貴的貨品。
4740,6652,名詞,未來的發展。
4741,6653,名詞,有勇氣，勇於作為。
4742,6654,名詞,地球的最南端，南緯九十度上。
4743,6655,名詞,多層金屬或塑膠做成的杯子，可以保持杯內飲水的溫度。
4744,6656,名詞,一種代替語言來傳令報告的符號。
4745,6657,名詞,灰面鵟鷹、灰面鷲。禽鳥類。每年十月初至十月底從北半球南下至東南亞一帶渡冬，於臺灣過境期間，可在恆春滿州里附近觀賞。到來年三月底至四月中旬又北返，在彰化八卦山或臺北觀音山地區可看見；因為是由南路而來，所以稱為「南路鷹」。
